probe,ref_mean
cg07487731,0.3463397621098297
cg27055365,0.8251997347627813
cg11101926,0.401791271457675
cg08207466,0.48698241694674976
cg00832329,0.5270442611494589
cg13997124,0.07287761975022378
cg20768743,0.6813338452218476
cg17335657,0.966810892294792
cg08802841,0.5229659583594771
cg25586848,0.1400125880700138
cg15151492,0.8695868721280338
cg14343733,0.8945856469545983
cg18771955,0.8517150676417797
cg21186098,0.359436797759322
cg07349094,0.11691880333833544
cg20864568,0.32563970569034756
cg00392196,0.7314794554921393
cg08436089,0.9484264681962855
cg04132540,0.2234257972672444
cg25330029,0.9004382167303316
cg14951955,0.7765709914961826
cg12560020,0.6504798296369312
cg16145216,0.4294136069745158
cg18245281,0.38619957252618764
cg20891771,0.4025382058099549
cg12220376,0.8516680851325302
cg20319698,0.8313295028710707
cg15651907,0.8690819298343725
cg27231068,0.7791580554709895
cg20192387,0.6840001025972188
cg15060012,0.22118849343575692
cg13689996,0.8419818480034433
cg09007290,0.9230978953443657
cg07926502,0.906849604938359
cg04175111,0.5434791553420844
cg03713997,0.2256460114895162
cg02301079,0.34165304323218093
cg16733136,0.8715203821525286
cg07318627,0.7390869054945647
cg03105348,0.5488355880329383
cg12497543,0.36652909821765384
cg27150412,0.7295547855771733
cg21199922,0.3780021673001767
cg08813325,0.4378389102964103
cg06362543,0.5594164798669888
cg10096215,0.14480154579948626
cg03119748,0.8524765714759073
cg18457731,0.8337161452430168
cg24879087,0.41310524666647175
cg27364650,0.47067096410561554
cg23731146,0.8405973297182525
cg26750617,0.6536751949127646
cg01198024,0.7154962154557627
cg27513339,0.6717351565752021
cg21571160,0.8626811506821406
cg17679621,0.45615356802710877
cg11828621,0.3530019259497516
cg26087117,0.15696053839211685
cg15636519,0.15680977724458267
cg16816400,0.5618136122178917
cg10977795,0.17610711850394187
cg17946038,0.9431989207208687
cg27105123,0.7956896814409925
cg16014085,0.6237478153172141
cg15875607,0.8906717404660902
cg18449739,0.8625710207588246
cg01765653,0.7527191523861099
cg04546097,0.8724293682510903
cg21033440,0.9485582704708356
cg19360937,0.6758603522237416
cg07655487,0.403836957912081
cg03306082,0.295109570211257
cg15177211,0.5363072091355356
cg27637706,0.8786087507710272
cg22683036,0.40464686460665333
cg24772240,0.2563140274036129
cg06951477,0.14101018333972584
cg18268041,0.4303751811498619
cg24396074,0.9614646124783635
cg05765371,0.026871781887711107
cg27531336,0.4570722597036868
cg19013399,0.19746187092288509
cg09318169,0.45781882542971086
cg15080430,0.04865250489075529
cg03174043,0.8726920025938051
cg10727673,0.5446790719165222
cg13023677,0.2786873069242819
cg17380238,0.2270951328671659
cg25641533,0.906827774067938
cg09983885,0.4199791234807669
cg04071866,0.745444184976536
cg02027878,0.4680518216704732
cg25807487,0.9435034040103293
cg07923390,0.8961009330498866
cg20107506,0.5699819930751464
cg11347411,0.07368089467674437
cg09488203,0.2160166278457488
cg10205310,0.8909469604592996
cg25416319,0.4880360601374163
cg18692149,0.04449809426188043
cg23983435,0.23779152591878405
cg25513379,0.8713537980338414
cg11526630,0.7444177664723465
cg04435719,0.09099391734259878
cg00322698,0.962756213031212
cg24953596,0.6984456757587483
cg13369622,0.833454558181131
cg24014869,0.7106773475792697
cg26257676,0.8972688450939597
cg01499522,0.6280220190033807
cg19725903,0.25331736931090165
cg05183966,0.7891307086385198
cg21188652,0.6578946360375619
cg22515589,0.8405877796958111
cg07604732,0.7675491036192238
cg27628370,0.9586674351994244
cg11203616,0.4354798628194223
cg06853416,0.8030788486383923
cg24219985,0.8345087777807585
cg04884090,0.6569671796843063
cg19306847,0.5728084434657545
cg08737543,0.9373893286649538
cg23356309,0.8450808037566415
cg11333968,0.7580010404268795
cg21050234,0.27598493798950763
cg13839957,0.7285587114968346
cg00733328,0.3834955837751
cg13320964,0.806403351817971
cg18634506,0.20369487873402187
cg21015266,0.6385155235152319
cg08179353,0.8064986895167291
cg06346081,0.308369690311458
cg11738976,0.3924245391567591
cg20222562,0.5048998083773196
cg17972100,0.6877257412974856
cg25129541,0.47693861004115023
cg01414268,0.18753551850114675
cg18016288,0.8254221805235359
cg02398342,0.7439530458025618
cg15835339,0.6152362128069817
cg02513556,0.8084269349853955
cg12177113,0.8440044010436255
cg12905654,0.8710679433357387
cg11410718,0.4939499837780366
cg05131526,0.7247894808465156
cg07834396,0.4074517759598645
cg14598213,0.2854196593958053
cg16373202,0.07745780376634204
cg00507815,0.9535198953665945
cg21565823,0.2342278859552063
cg11067907,0.14725524440891974
cg00594561,0.7786395399369213
cg07671976,0.08786186020538903
cg09578794,0.4829392895040003
cg01804664,0.17331624946754692
cg20256153,0.4773984863544722
cg15768265,0.7689613602295838
cg12162100,0.5759822145729299
cg02923485,0.8433889812522377
cg01195564,0.9312889321571929
cg05440785,0.9070848417685649
cg08368123,0.9452134978816725
cg21501175,0.4661255470912751
cg26894354,0.5027722433940094
cg04877675,0.9792605126517205
cg14648424,0.611592174878807
cg03199926,0.814421395352072
cg15467834,0.8378428828918535
cg10621924,0.8492477377719906
cg06713968,0.94939871734746
cg09452082,0.3537764036168551
cg05242065,0.881317747375489
cg03567939,0.8858657453677383
cg27270412,0.8723289424784777
cg05069807,0.9819717487095068
cg06155620,0.878123240529453
cg11377136,0.14882210962958972
cg12756312,0.913936412629357
cg07827435,0.24602893261231337
cg06635946,0.7236656978563714
cg14760880,0.16997813686359822
cg20068209,0.11033189150678069
cg16347018,0.024412069555201928
cg17552909,0.7535251014385859
cg05980785,0.5295263105759374
cg01880541,0.9163164893397647
cg01012244,0.9582386042378069
cg10503856,0.29960537312838387
cg01577083,0.8657623939534932
cg16238336,0.7964499163612437
cg24860169,0.8721037593212345
cg22370326,0.2494491771558617
cg14624314,0.8372165685465124
cg06475902,0.5420317636023347
cg04467162,0.05285156821410281
cg02693210,0.31523473583127204
cg18967021,0.8175120034462383
cg01317029,0.8394007518360757
cg06532212,0.6361260879454447
cg06386307,0.32930676373293155
cg24020215,0.20038366079676861
cg06524531,0.8277323322916935
cg27079322,0.7041844908815151
cg02054792,0.07375515830923693
cg01716683,0.8215246083682343
cg03906434,0.4105138438047353
cg18317135,0.7769735809918787
cg25394203,0.23415210952046275
cg23801965,0.5471724587153072
cg00290758,0.7407109078094414
cg08380411,0.29172385136790074
cg16780078,0.49034619435262117
cg00725994,0.8837171352826668
cg22274745,0.16267294216439995
cg03573068,0.22719219445031708
cg10378795,0.47531555855638874
cg17817168,0.3562064400812338
cg22112110,0.9386344362990616
cg13876844,0.7939315648409395
cg00764307,0.8574242286608815
cg08035082,0.8939141419473003
cg13700073,0.5155788090392645
cg03865667,0.26607679587834765
cg13205937,0.8905058128447725
cg01932823,0.5054253715818691
cg07081739,0.6824876530126185
cg24461627,0.7290972827778638
cg21181453,0.8258792050885512
cg21761639,0.6704787322379138
cg11335335,0.3749015300351135
cg09679862,0.8494716150752596
cg09516523,0.8908382609430192
cg23015468,0.8194706794732197
cg26394196,0.9249076298377908
cg02904344,0.7289577702319628
cg13930766,0.7816798282402199
cg23201527,0.7312576210452018
cg06847021,0.883504189713551
cg19845127,0.8439280911220172
cg20049294,0.06042878091911203
cg02797144,0.9286214470474901
cg16322792,0.5566983682464015
cg11857514,0.7733292335601001
cg20587168,0.5417402227394075
cg06866033,0.8064692430370778
cg23605991,0.44934746926357194
cg26829101,0.46359745862102525
cg10009464,0.7503343517652596
cg09636302,0.7043745735008088
cg15837252,0.46447018790406946
cg18522231,0.45932966294877814
cg21333406,0.7319211717117449
cg24450239,0.8038497311444636
cg05070250,0.8686729482262143
cg01026233,0.8237368091761333
cg10852096,0.5745773198480475
cg18181229,0.9375673022444396
cg23343875,0.8344776027433142
cg03994942,0.2837718495032199
cg03400731,0.6870395591097996
cg23891087,0.8305434619115142
cg16128096,0.8659736339145931
cg14303526,0.7792117768183743
cg08794954,0.370517630674498
cg06942701,0.1935213453098008
cg18731680,0.43814230102550983
cg01835368,0.7906128221608266
cg13270625,0.8277456301176
cg17515145,0.3466718174128058
cg08861556,0.06715605825881203
cg24859236,0.8060172690147456
cg18357676,0.6818417402684364
cg09580393,0.2246599938619819
cg03097714,0.9451319368025837
cg06420834,0.6653942479654089
cg15186616,0.8406908344077186
cg27032427,0.8253373045201811
cg18257485,0.5761627307267995
cg20595453,0.7331128338462309
cg00003965,0.8884539840389132
cg20070418,0.9419476000673509
cg18944383,0.7727078973576581
cg07004744,0.9276594861378453
cg05029558,0.5238511510854361
cg11166303,0.7437096034960842
cg12710648,0.17378147227767063
cg04471919,0.8945905909051518
cg27229100,0.7556417123547062
cg15215033,0.6482429135561573
cg16239216,0.844620996225168
cg27518892,0.2816518797033528
cg20971958,0.9531332862041048
cg26118131,0.6305975259303406
cg00290974,0.15430052268922226
cg05438719,0.8752901253273324
cg07207652,0.8265093349873395
cg18137308,0.11371729784843873
cg16741889,0.9514232869100502
cg13908359,0.9431387678625238
cg18176482,0.5554314636099901
cg07044422,0.2860656053649035
cg10632600,0.8488908053676664
cg07045469,0.9260895708570593
cg00697486,0.8910664750607572
cg10211414,0.6488749290441133
cg00478326,0.8237367497173806
cg23029635,0.9193012402428943
cg03065476,0.6641013283878434
cg03100639,0.7333734154894483
cg08539991,0.7992720009581215
cg14021021,0.8871388467667405
cg14915462,0.8879946699212847
cg14321284,0.5502061945548148
cg02679336,0.8033996819460303
cg06215691,0.3217812110892585
cg00906833,0.876348952337141
cg05320897,0.7612122373314855
cg18405341,0.6546390935250704
cg01774027,0.4026473367896387
cg04530628,0.43925824120790974
cg18474153,0.7597377342377702
cg18446110,0.49481455832296706
cg26621699,0.27423602247370105
cg24346905,0.1418253370612217
cg02153855,0.4661184966368798
cg12946808,0.14392713165479848
cg09042411,0.8268533041168774
cg16139785,0.7021183349094038
cg02304751,0.8794424946222306
cg12078155,0.34814731672203447
cg00507008,0.13379134063909534
cg03227963,0.8754890829401374
cg11251858,0.15347867850056499
cg27107363,0.9174469333495755
cg27223047,0.23262427764022395
cg21674153,0.16263862133100035
cg21790991,0.637514747184507
cg07685786,0.6434153229896742
cg09498078,0.6363818381619629
cg22713958,0.8578204016185658
cg07343335,0.9397421662431458
cg00580652,0.24870163182364205
cg06595072,0.7490936475819665
cg03902201,0.06247893172274631
cg21780711,0.6756809048002606
cg08159724,0.5740577860257289
cg14164099,0.557799520892941
cg09144520,0.6612134625995116
cg22700880,0.7360177080772969
cg10210594,0.20567928305221156
cg12084750,0.831484838172804
cg04112366,0.7761024879735402
cg12681727,0.6686153192056117
cg23684410,0.4753635326853501
cg14372792,0.358748160926202
cg14069347,0.7754897374618639
cg05685056,0.7923920353791087
cg01839565,0.8308366282240612
cg24390590,0.37051176658711105
cg26605668,0.5282906481764359
cg17117171,0.10147344577818122
cg09405380,0.8414746024078008
cg11963006,0.31737558969163543
cg14606328,0.8492303896388109
cg09270028,0.8484501708744
cg26108594,0.24727177816306967
cg02524205,0.6714618572856212
cg19033555,0.9118508237436408
cg22141459,0.7103029235155541
cg18915156,0.8666874511132812
cg24768077,0.8017279652524599
cg05986933,0.15920044535736685
cg21093005,0.9004180639933954
cg26766373,0.2890090194869163
cg12698349,0.21819065705276083
cg17527673,0.1764536016525636
cg12729838,0.4517939475320466
cg00292513,0.3594684461771587
cg10832655,0.9049163554682634
cg07531287,0.8700244975647858
cg25287272,0.3688411682182827
cg04272820,0.4856088714734064
cg07617317,0.12296223570583821
cg20768399,0.7341948589772205
cg14070755,0.6812724276913096
cg00975876,0.727978969454412
cg24761668,0.8416278660065407
cg16608443,0.6436230242612525
cg17967059,0.13416105483094426
cg23480021,0.7719364419686975
cg21915449,0.7467686531641392
cg06397427,0.8709089675321978
cg27396498,0.5467476942138491
cg05221455,0.21192289495136984
cg24898914,0.8720102214405383
cg16162590,0.739381090135487
cg01704474,0.45207300203907447
cg02225599,0.32868739175224043
cg18428006,0.5683910009876767
cg13485469,0.7524318551480712
cg16506114,0.7356009776951564
cg13171904,0.8352520609555153
cg00524443,0.7222688987486444
cg20628376,0.37926789065654126
cg17564183,0.9178635336844253
cg17042892,0.22669433497232097
cg11723077,0.42565228589947246
cg13533061,0.3874418266885362
cg04422990,0.15419987315586112
cg17842822,0.328217152571107
cg09289148,0.6264906761482177
cg23056539,0.953105439232745
cg00534468,0.8357669255431914
cg07927098,0.8712193019747002
cg14310935,0.9534648189483387
cg00381755,0.1551045057777125
cg12023170,0.20436324046074825
cg17813208,0.49205127122564823
cg09726469,0.10944833598663999
cg04661436,0.80161572998275
cg23989012,0.594401954680513
cg22143352,0.63771800703103
cg17390918,0.49705141496704364
cg02192117,0.12371505299189971
cg16561057,0.17394673984866935
cg02691506,0.3859583146307751
cg13077050,0.9724326079826249
cg02152351,0.887368242505058
cg23155965,0.9135488427769252
cg25194612,0.8915002307989367
cg25357706,0.7817168065924774
cg16545743,0.765523810076196
cg05249479,0.11531808070924689
cg09126279,0.12223113410266957
cg11482794,0.18753872999504717
cg10721755,0.41548665630380105
cg00632560,0.9078945740046087
cg26787256,0.8693202269401122
cg26395382,0.2586626917386259
cg16916688,0.894528354374171
cg01333080,0.6253381330946899
cg23886216,0.7239444622051568
cg25487775,0.5488324429752877
cg07986058,0.7135623808456821
cg11178337,0.17473052284059132
cg20241876,0.5012103631527608
cg07716131,0.4003136395358199
cg09803764,0.5060655996565422
cg19397885,0.6525083025068199
cg01789499,0.9564133056175553
cg00418735,0.7781092381395729
cg20553766,0.5556685932694667
cg17045772,0.8955261707451785
cg02761866,0.7376064179767657
cg00472520,0.7867940867775897
cg10842070,0.9560154924062262
cg02430935,0.17184094139163078
cg19478105,0.8841658480282913
cg00085370,0.721670327995899
cg18261246,0.27554730698443186
cg06698707,0.828250846102859
cg07633530,0.7243590586606141
cg08038629,0.32316569493854985
cg14515811,0.9085890515946019
cg00443981,0.9526973265764828
cg25588792,0.6011103069917494
cg20227326,0.9284241984747952
cg14911520,0.7651761486552316
cg09321307,0.6432020269064229
cg26833883,0.3801666415813713
cg19640581,0.9520597450445444
cg14938111,0.15687626838253724
cg10261205,0.7787014467046562
cg18980263,0.8910115088240783
cg13001878,0.8644722952271217
cg09201238,0.7358643876079474
cg17904575,0.7249551669631654
cg09573359,0.1369741948810461
cg23933602,0.031085595522706663
cg14945287,0.8917525018452903
cg23992194,0.8522704695070286
cg03214303,0.6729803318460619
cg07780782,0.6178223324770921
cg07026636,0.44766726532419604
cg02268192,0.3905752659963969
cg05266212,0.33054211794370586
cg22720041,0.10377208062424154
cg06186450,0.7301334650504514
cg01140616,0.75655884695597
cg14066207,0.9274003555752433
cg25006823,0.6255317627203572
cg14696334,0.39854727990211486
cg08987251,0.46385332973284177
cg08331635,0.7319765267646107
cg03600259,0.38530368177259056
cg16928869,0.8506685587167823
cg06456717,0.804404411426681
cg10006442,0.6897873944302356
cg00902153,0.201811424186646
cg10907868,0.6285937418544565
cg00643296,0.47153619272266606
cg08601574,0.11280696260715324
cg15779716,0.45496950025391436
cg00603435,0.8625170577309256
cg21161403,0.7641916805062526
cg22901297,0.6705301520526307
cg27203917,0.12471214706977232
cg19683780,0.7219593572247619
cg11504517,0.2530921727805871
cg17935233,0.45853119019668886
cg07313589,0.12415566433855496
cg19564367,0.31682626296728883
cg09264782,0.9369395392392126
cg11007110,0.8709560038945788
cg23807646,0.756588687319107
cg10327440,0.31746702269678856
cg15918259,0.8864245335828028
cg21503202,0.6212053795423786
cg14132103,0.7660113286343367
cg01267165,0.8682800786884806
cg09528056,0.2056613164699129
cg20444256,0.6632723767677502
cg18852618,0.23336028473547543
cg25634041,0.6462911617165109
cg17297634,0.59829534656079
cg22430565,0.8069249160556908
cg10735015,0.45357313205438055
cg04012535,0.5571888034949368
cg01332534,0.44014392762860405
cg19554569,0.8961840864687944
cg04255770,0.9444167919478752
cg18458509,0.23432781275367773
cg03257293,0.6148385316397883
cg14525310,0.891973232410635
cg21594278,0.3060762253494629
cg04807561,0.8056625345750335
cg13842421,0.8222619836898526
cg08850243,0.4106427605620984
cg10109215,0.2733219729969514
cg21144009,0.8380680276404462
cg01904812,0.7068731063635573
cg03108347,0.4667446880351501
cg06359132,0.7667714360141482
cg02532213,0.22285910972055978
cg06513695,0.45488332073825877
cg06851971,0.7797858770564452
cg15473617,0.9272189948718426
cg19241973,0.7046164456658245
cg08466982,0.07121014157716207
cg11069748,0.8658940790072579
cg04232972,0.2439721015419014
cg06349450,0.8064839549883825
cg11150807,0.9208606025659454
cg22141696,0.9117578251876781
cg05523911,0.27349056582803527
cg04370730,0.6343910879823613
cg26767198,0.6192047746585364
cg02614024,0.20060588899373827
cg27604145,0.4602219683065048
cg04617549,0.8595249341663125
cg16692735,0.6818424190757375
cg16795184,0.6537566617093077
cg19863740,0.19418610028584732
cg21300267,0.7421214411444357
cg22004069,0.44140401038380994
cg19901101,0.8634573465745863
cg14500300,0.6709250129947512
cg03068068,0.6844296740142217
cg02304824,0.8275338783242887
cg16397968,0.7700730795588981
cg16421411,0.9721543264606642
cg06219301,0.9402952523563711
cg08120831,0.3248216227810214
cg26325867,0.6361442516377981
cg03829194,0.7106091557884724
cg09978533,0.3139655099964732
cg22312904,0.5444494835280619
cg27384918,0.8425588516016527
cg24911283,0.827718613891629
cg19937039,0.7815574411618309
cg12159314,0.7674942828828514
cg08189186,0.6931177377071213
cg26902557,0.27466678131773337
cg10094994,0.3814408989173898
cg05598727,0.40411522131611594
cg00568384,0.6722233289914173
cg12351126,0.13690169923773982
cg18837178,0.9348128829328555
cg02018277,0.0502980549293497
cg19784545,0.8094185218300847
cg07704699,0.28372660556658374
cg15860624,0.6682536025249155
cg03618918,0.8618541796282797
cg11418508,0.7018834573235738
cg21855135,0.26147981551501764
cg21910650,0.34949664865521557
cg01770296,0.7445213343173923
cg22646210,0.7530563111291078
cg03819227,0.5342060596286976
cg24507266,0.38153119692330384
cg10230190,0.6495181034373673
cg05898188,0.6214650134165326
cg27051129,0.9337630800987305
cg15028458,0.7597747856441497
cg07026433,0.26034176198134584
cg19998432,0.7073025828486784
cg09615505,0.2795863915354155
cg08481075,0.2292925839116032
cg11812625,0.8675649571411592
cg00933542,0.7823333672182217
cg03727754,0.850277940243526
cg13079571,0.576190288608124
cg04896706,0.24937226617615976
cg09963123,0.2399125170801421
cg01306563,0.5491500243604712
cg01811272,0.8603235052940933
cg20065768,0.29614890532329846
cg21315018,0.09242228707154088
cg11560627,0.9554797967270122
cg25113360,0.33783092957210803
cg20097593,0.5278240486599595
cg20908276,0.967896192487255
cg20780880,0.5515878730859864
cg09740560,0.3305498802091259
cg11594731,0.1261390821657095
cg19764143,0.15882135667688868
cg26126740,0.880283026696442
cg12013713,0.8226433088857377
cg01322214,0.5336493948480191
cg26368737,0.9892008523945861
cg26503073,0.19983879003979144
cg23473443,0.11565902080889796
cg03234813,0.8846489803942883
cg10652057,0.8203901321636229
cg06710769,0.47085488019685506
cg05144208,0.9575921602984854
cg18309255,0.905888813174058
cg09333785,0.3579172148546857
cg13518121,0.9624225385814682
cg19544767,0.7917804711087388
cg25029446,0.9075871258444386
cg27264390,0.8595357209136683
cg22489277,0.06421490623560165
cg10187029,0.11067599632182636
cg13673960,0.6293888865745119
cg23739027,0.8807990363112039
cg11433866,0.23349703095381505
cg07283582,0.7621824155135891
cg21594651,0.9631259166010605
cg22160263,0.9110657814125533
cg21291342,0.6111301636953568
cg14183693,0.08127945872741842
cg06088282,0.5240791501659255
cg00338996,0.916002473998351
cg12462720,0.28532342630813745
cg03273715,0.8434381323555261
cg07557690,0.26820920519376246
cg15409133,0.19730642462815995
cg05163268,0.8493080493749147
cg13064789,0.8060778745377662
cg09174870,0.6852183404103962
cg01773685,0.8272829465160573
cg20255723,0.15794344185916986
cg18755531,0.6824418658114199
cg13088556,0.49972514171536464
cg23250528,0.8999198398252448
cg18645642,0.8626486326314601
cg05506292,0.6393753813378907
cg00121533,0.11111692639618533
cg20403528,0.9009605995299647
cg20826576,0.3349520663542146
cg05373962,0.727005533693022
cg05642789,0.361641205938288
cg17811845,0.7799325326075942
cg02255098,0.6768693631698937
cg11852579,0.2964134491516385
cg12259792,0.6034527444028296
cg19959917,0.7626390040943309
cg16049864,0.20181078262518723
cg19352832,0.6968254908408084
cg10468070,0.4194179687664335
cg05381960,0.45223289766352615
cg08912400,0.1593941993586182
cg21477075,0.8685595371382216
cg08496737,0.6188690839524318
cg08778631,0.9153330531155062
cg21150108,0.837524254508698
cg06917617,0.4746267875919033
cg08457232,0.7507488327753973
cg13539205,0.11784970428794307
cg21646366,0.8770938701231904
cg00334691,0.8781004151612717
cg13419330,0.8188569863057685
cg00989315,0.8751995794305155
cg23951474,0.7808286899096119
cg04968253,0.9361646479484284
cg22556143,0.8663305722308782
cg27153759,0.15870147747012156
cg09184832,0.06115190272068756
cg19025461,0.34812530797316593
cg01204911,0.6990043581617774
cg06380401,0.9589449344823974
cg14245199,0.8275323643091653
cg16739679,0.8528529647728837
cg10721220,0.24968165751977467
cg16366686,0.620770501731234
cg16264616,0.39931680214534343
cg11875995,0.9121976104674774
cg13041597,0.17600155229486047
cg25635591,0.9399599782164351
cg20514239,0.8487766854456503
cg03034180,0.7191003633814138
cg05837683,0.8905128680885185
cg07155422,0.8420575610663343
cg09013655,0.8967070576450324
cg01543179,0.423078923591623
cg14437551,0.7888035615010937
cg20550965,0.9766519762806972
cg04469998,0.7569253186846976
cg14255243,0.9301714771610574
cg19641804,0.7574937756938445
cg22897522,0.30150372795053926
cg11094568,0.696090396840391
cg00613752,0.32111474304956755
cg06214253,0.917173231359887
cg23586959,0.7968344412197662
cg15048902,0.16969344015658522
cg12110801,0.49071611728836045
cg09534232,0.9599721552255064
cg26530301,0.7748271297972645
cg22825644,0.4669469039120529
cg01060059,0.042892061474533484
cg20070768,0.8948121245561047
cg00192882,0.6156201878832308
cg11108137,0.7455944422410853
cg10455971,0.7087866927696777
cg10951380,0.5376035143375575
