probe,median_val
cg27553457,0.7807263675648695
cg01200060,0.07867696820054479
cg10623853,0.9266804701132805
cg21862099,0.16825988105719136
cg11891843,0.929925054137783
cg03633114,0.7402632034690247
cg13974865,0.7897127150703765
cg00810883,0.30391053350150266
cg09558224,0.011766421401075288
cg09266310,0.7762974427311219
cg06767025,0.9414862951834638
cg20744437,0.045632074391917965
cg14633426,0.017926931699727616
cg11814564,0.9183783155725984
cg27224642,0.04014924882509783
cg01940273,0.634914546257263
cg12167002,0.9775836178623556
cg23459997,0.05501622659477255
cg24296397,0.5453029614913074
cg11299168,0.02001134903209268
cg22926869,0.8906215054346729
cg02886205,0.9110591359201058
cg21836357,0.8034331420906304
cg05173828,0.9628312656493713
cg01787460,0.49974645421273933
cg21960278,0.02961653172082637
cg05673882,0.27972359065221714
cg21752471,0.09887678525255915
cg07124183,0.9309860394789516
cg09051837,0.6561399269354168
cg17840178,0.13108013471998778
cg13991568,0.9240739108010138
cg00587301,0.07497538532353776
cg22605278,0.9408343777856871
cg15679892,0.7029073594373787
cg11715858,0.5831258225552649
cg16686273,0.9622866323298376
cg10573751,0.7021171472677658
cg05109569,0.9568284594725407
cg03645088,0.9543499229544246
cg06577850,0.7323607691786189
cg13453244,0.8866742398898787
cg25699417,0.8938755427141754
cg12443985,0.8724875425145685
cg04961911,0.18844245200692408
cg04683516,0.5525296682793321
cg23634459,0.03596785961145419
cg03897095,0.8193319657078874
cg07276007,0.9523838355618086
cg02370022,0.4310958470608792
cg09475324,0.02272311661181163
cg11356552,0.8849446882362917
cg03853945,0.5621015616500468
cg20896439,0.0796468322619296
cg26294145,0.5480956868240794
cg01959123,0.16080931872162804
cg01456243,0.07815637129939074
cg25450321,0.10894217281897572
cg19168338,0.11067920731117628
cg04983381,0.032899777243493515
cg04246864,0.6925771139971583
cg06617961,0.7618247121286552
cg01630032,0.5558925936894827
cg09615688,0.9215454059637022
cg00063828,0.14238293116702028
cg10576459,0.949930812648418
cg12841525,0.8352528353250172
cg10624665,0.26132129685210703
cg25424937,0.9553916136892538
cg08429705,0.5826795805675822
cg24871714,0.29944364054622136
cg00816224,0.06404194496026074
cg25954235,0.2073808563585962
cg23711867,0.8794899408609363
cg07952643,0.4598740810938475
cg25685359,0.8006413684774482
cg15144773,0.9452285172470326
cg09182678,0.08230252952161547
cg14985146,0.8493233067699767
cg22454769,0.6189494672757666
cg16867657,0.7383549867210799
cg17501210,0.7368120856530046
cg04875128,0.22975412611823998
cg03725309,0.15644294784551038
cg04907070,0.9373723203380253
cg23371436,0.5604343871732216
cg07082267,0.40115870260392394
cg19702785,0.20504124561408882
cg22225577,0.8014042880562781
cg14084907,0.10507535470881478
cg08856242,0.9291991714249033
cg06202585,0.05081627220339144
cg15010140,0.6997366416934963
cg01138171,0.7949073552125672
cg15577010,0.025253793463698646
cg22199969,0.4139793227015116
cg14836960,0.2714768134853179
cg16342620,0.7799672405140327
cg16595974,0.8113051797368774
cg12527684,0.1713819856324681
cg07674022,0.8713490568018522
cg03271997,0.8837665617426633
cg12936121,0.18840709611501677
cg00065396,0.7096515682474778
cg12968598,0.6723435153795531
cg03532673,0.8336074027439673
cg02473254,0.6370403079380439
cg14125800,0.8921391918453586
cg17411913,0.043807653414404145
cg06355652,0.8288191413937365
cg09684106,0.49279822793363903
cg21127537,0.7271527733506857
cg10493324,0.5601502840493271
cg20503652,0.911800088902038
cg06837568,0.5567023094304877
cg26786037,0.8880756032974865
cg05707623,0.05395687832804448
cg16713625,0.9808308620778404
cg20313522,0.3239565034318955
cg00308665,0.6113135308599011
cg15890469,0.5620421976365643
cg23020514,0.9469536834912676
cg22713356,0.020133229296778167
cg26451735,0.4140253533731387
cg02757577,0.9170289746724575
cg19162768,0.07931362574089511
cg09075268,0.9734253963128858
cg01891583,0.48118315136660955
cg09961550,0.03626790724860321
cg04223793,0.4598827744461774
cg12405788,0.9405898016824952
cg17745575,0.7200127828211654
cg26287080,0.9030975440005005
cg12154045,0.6007529203910277
cg02961707,0.055807320825436234
cg23945952,0.9880158560216729
cg16082125,0.2325958682757258
cg01737421,0.2571614360336072
cg00428012,0.4427677873315037
cg21911834,0.32469748547295857
cg03772253,0.057106233309676485
cg24593138,0.6329360680105603
cg01233392,0.7553669582618809
cg12410692,0.04736848060238786
cg06589199,0.9258445255107587
cg19719892,0.8103758709258315
cg13649600,0.7984180087452036
cg12526997,0.05621894572943459
cg03420068,0.18737779285292414
cg11577361,0.02944105254098841
cg25342125,0.7506452121619233
cg20417115,0.9606073590739482
cg25289845,0.8968533736966733
cg07321993,0.9367862974484145
cg26874611,0.9233947370835675
cg01387905,0.8704527455989951
cg23069046,0.8405944725200778
cg07507446,0.6051278071800787
cg03410772,0.7107549089476952
cg18091165,0.10605917367146059
cg13613346,0.9582621233826697
cg11868595,0.8680812663991972
cg21543081,0.6776478096951031
cg15183651,0.9159021208880329
cg17317007,0.9355766085354185
cg18691434,0.20502308606542025
cg25868285,0.9493041915819986
cg19691797,0.02599265102524442
cg26679047,0.6680602656359954
cg07082012,0.9555459151020753
cg22457769,0.5175564016477512
cg14460215,0.6710736011431653
cg16889350,0.9468583320190226
cg16397968,0.9106281880137216
cg20626045,0.8490686235863685
cg22705835,0.8074363925133603
cg04051678,0.872634196657564
cg00299736,0.18986864440119283
cg04660191,0.8776069412238664
cg27095222,0.1826512728268174
cg20862119,0.9474452758253823
cg16010163,0.9547729402523042
cg27100916,0.7068942723066015
cg12157344,0.13766540103147296
cg24659858,0.5460027329718904
cg03333286,0.15144060684589575
cg22104744,0.267397074965842
cg19184771,0.6699562289910247
cg27118035,0.14392142625120075
cg16696035,0.9358709757551346
cg00897863,0.3332734222868257
cg22433759,0.4053158540784195
cg21724451,0.9247001048619741
cg20273576,0.7300005229025646
cg05186186,0.04289546665008213
cg08572336,0.892027242284276
cg13696012,0.9438306130529442
cg05203217,0.9099623353319796
cg22866937,0.7702848521725448
cg13780718,0.18046062744854208
cg09029902,0.11521086235215225
cg00387658,0.5481833960059439
cg01375994,0.4170413916756015
cg00094518,0.11525349707878624
cg01854776,0.9681059618348162
cg02001410,0.07606195024142645
cg02036261,0.08120813757800788
cg02047661,0.6748010401316376
cg02382878,0.9354043142554868
cg02581163,0.868111085215553
cg02683759,0.10218746445938724
cg03068431,0.8757849274934473
cg03607117,0.07210276620940306
cg04194073,0.0794203726419054
cg04640528,0.823996698486295
cg04651240,0.4170582829509287
cg05376617,0.12143219114136555
cg05719140,0.5999355732211302
cg05967403,0.26732361189342985
cg06043048,0.6310577152330565
cg06082596,0.8574923643357294
cg06133771,0.9209946908764688
cg06185146,0.5823385692249976
cg06291867,0.20134054797387957
cg06434732,0.16516574257359384
cg06447424,0.25768122612759053
cg06557644,0.5193083990810334
cg06559864,0.914445786977054
cg06821999,0.25759767378815907
cg06966811,0.2552365014378175
cg07404352,0.9024571774122283
cg08047907,0.03361791756615408
cg08619515,0.692395670285827
cg08622677,0.20430933297890297
cg08774871,0.5143897486406365
cg08903441,0.039948089223793413
cg09018483,0.7686597693557295
cg10514097,0.0720076662220902
cg11071401,0.38283363044015095
cg11649376,0.58868973538889
cg12031031,0.9289340333188382
cg12441967,0.1365621247248076
cg13353152,0.7812937846778094
cg13434396,0.3006794303830663
cg13473356,0.039459651896791875
cg13649056,0.22014798786097783
cg13782301,0.2683530828339937
cg14138002,0.9298897730977528
cg14162076,0.8657996949995189
cg14170201,0.9327338649022474
cg14244493,0.8888597140332845
cg14522298,0.3137972547096259
cg14598025,0.9472552152907326
cg14872828,0.8393101543180371
cg15113922,0.05501509107009882
cg15219228,0.06243062692274049
cg15332241,0.052689461558334025
cg16243756,0.19518602790172793
cg16419235,0.18227473175214343
cg16755214,0.6032065815318414
cg17110586,0.33718839496457714
cg17159699,0.868720895456379
cg17802949,0.1801540341842782
cg18154270,0.8644038120184087
cg18181703,0.48018544152389964
cg18739089,0.8026955858068342
cg18826637,0.5380206813991036
cg19550755,0.3370174655650529
cg19561076,0.8350348822296451
cg19996355,0.045272342213035395
cg20029311,0.0896065828766279
cg20242066,0.7398595179336002
cg20591472,0.26971811709147825
cg21628200,0.08259262053529379
cg21877274,0.9135318095414183
cg21913725,0.6797409363228254
cg22042348,0.5069514422646394
cg22285878,0.030788994159291674
cg22537334,0.8885629683055386
cg22664298,0.12470220103703544
cg22720428,0.8984329290018913
cg22865470,0.11339733139945303
cg24491618,0.8547982290100987
cg24892069,0.5093017795804632
cg24903144,0.4961400838468224
cg25164490,0.9370278591070387
cg25232942,0.07850861321713913
cg25608555,0.7273473370156581
cg26386624,0.19885987911444902
cg26823290,0.8432833760711725
cg26953453,0.10385445635047923
cg27021553,0.3964361735590764
cg16736630,0.4989501504597777
cg26224305,0.017677482289727948
cg20822990,0.30342882765371354
cg25410668,0.5948047766310355
cg06335143,0.24622868077794954
cg24152080,0.851968885019739
cg13783177,0.9419845565448177
cg09789768,0.20095884907231426
cg22431262,0.35760104099497214
cg01791778,0.8245099619880039
cg19516340,0.1899043459061655
cg26248645,0.049755972245378546
cg17082856,0.9548631525700916
cg06639320,0.48767315495099606
cg26158023,0.19747165139808984
cg14507891,0.09350975071785689
cg13287247,0.6367200769366808
cg01552919,0.8894264715358626
cg17315281,0.6873789253395587
cg21397124,0.5464231435416395
cg14069287,0.6558415534103234
cg03614721,0.36613991308030386
cg12655768,0.5482085985334858
cg08206318,0.21519155224955513
cg23500537,0.46404955432006817
cg26960988,0.8544223168363959
cg15971074,0.8544691941696119
cg04126584,0.9447294796818183
cg07165851,0.9208113355872587
cg19196826,0.04696483498707429
cg00053647,0.050986644778042003
cg04922154,0.34073468552596986
cg12361987,0.16505940833435154
cg14771419,0.3615369465486833
cg00325968,0.35315396138361277
cg23485537,0.10542456002547997
cg13832372,0.15898988048881313
cg06942370,0.030768177442103653
cg26581729,0.438194342987412
cg17646571,0.9427376754059397
cg11760395,0.8570531511943417
cg10822447,0.032163167909134906
cg26955383,0.22867781499074122
cg25317157,0.5435200553500917
cg27286337,0.9520064355595556
cg08967584,0.6711119377242033
cg24973226,0.8853080842263454
cg07219766,0.5736341163332317
cg15731317,0.9390372429535273
cg18002947,0.966084672000879
cg20681948,0.5567756898663173
cg22326553,0.21253687524495857
cg12911496,0.12212928137465678
cg15074032,0.9680210144405782
cg05065669,0.014225160596792028
cg10389148,0.8671214272293002
cg23484655,0.8747084009909029
cg07158528,0.11888241810780777
cg00040873,0.12972205626814692
cg00094303,0.8547091828087162
cg06106883,0.7004094423900571
cg02093708,0.9568880305134201
cg02441474,0.5737088046241696
cg06011292,0.024375873288252914
cg16263848,0.5782861856129471
cg10686758,0.3452814553589632
cg01160079,0.9289867994734284
cg22353329,0.24774140174105613
cg20145598,0.643315428550532
cg14074174,0.3830111905454177
cg23272305,0.09002069103409709
cg23343106,0.10893871689911057
cg05370136,0.48886590786499473
cg14780446,0.4905647942081091
cg23401210,0.927347032848576
cg15152362,0.04074915098306793
cg26145268,0.7549751078275136
cg07569701,0.16313273820137575
cg12980353,0.8930821603212008
cg06803201,0.06504038143354166
cg05228408,0.3802372938600214
cg05388057,0.4643010833919109
cg27429627,0.03230680656949358
cg17034109,0.4637234650243889
cg14037218,0.7911482260896229
cg14838757,0.6881809743237659
cg07906688,0.08396829259236614
cg01323049,0.0838229246117137
cg15959756,0.03319111394638795
cg05163071,0.6933857950359303
cg13581422,0.2892567008623083
cg08710597,0.11277447777641736
cg24825334,0.01950344993820012
cg02303933,0.46319081517931887
cg24769628,0.5121169360952866
cg08620270,0.03042776878200883
cg10780313,0.5645531852977497
cg14341014,0.8797003153306904
cg25985583,0.7307332352961208
cg18883476,0.25627539572948876
cg07744547,0.8825901809686887
cg16858615,0.04383152478035038
cg02830545,0.09902516356414955
cg03273315,0.494640867707553
cg15276922,0.9381889249372296
cg00285394,0.6024420361658405
cg14364797,0.18104530372822866
cg03751055,0.9365986528835856
cg15017604,0.8894358536588268
cg25101936,0.6062614878887711
cg03489974,0.2848973842495721
cg01175812,0.08760333164193687
cg06002638,0.9174518067016822
cg04823299,0.4398786014552274
cg00207731,0.49844233275335526
cg03327829,0.6901464154759452
cg10917602,0.632561230514374
cg09686298,0.933958967595582
cg26470501,0.5388711898986858
cg07770652,0.12223347476463244
cg22026616,0.12903635959948342
ch.1.89724558F,0.07637721192630718
cg14508615,0.05141956978831155
cg02060408,0.026164797508705297
cg14514751,0.07624738508272147
cg25705148,0.47477585936647115
cg00960263,0.09528556149253839
cg03135515,0.02483402203046632
cg23049448,0.6300699455137267
cg04317588,0.040468624156021885
cg26967842,0.4764424317381632
cg18345028,0.047374086020797936
cg18534345,0.10436877569820194
cg03142365,0.036924283092313784
cg08292483,0.90387165765728
cg17401435,0.9100476456679131
cg16408784,0.7602891895581836
cg14041094,0.8862899343348889
cg06470626,0.08265678127753276
cg09769410,0.049840263541032395
cg11738446,0.01456746039871629
cg12989560,0.038538382941015165
cg06891491,0.47538504183971536
cg00149716,0.36346395986140034
cg00457495,0.8752454844449679
cg00620464,0.8215468541886469
cg01032119,0.2751073429411076
cg01476885,0.8948897021445315
cg02046532,0.8756945330375023
cg02537108,0.6558179815027718
cg02703627,0.6880237556942189
cg02725269,0.7238119748252013
cg03559454,0.0669232295556058
cg04714041,0.1017698989102846
cg04873577,0.6060809281087063
cg05456652,0.6608465147238893
cg06546183,0.6926848064403343
cg07502389,0.1698135689228383
cg08879886,0.9464159949291121
cg09521872,0.9005776814084051
cg10433390,0.7825820561259659
cg10694507,0.8755974988513151
cg10833685,0.5279905079605102
cg10964367,0.057492657724548146
cg11650763,0.08570540781403488
cg12597309,0.854883089202875
cg14310198,0.5988331750522412
cg14819242,0.8171307078694916
cg16063587,0.11012896498160551
cg16199460,0.6878280645570861
cg16807679,0.9265420519403721
cg17809895,0.3160447091804467
cg18502317,0.10393446935079928
cg18768414,0.09910219993402551
cg19712291,0.9118678156634192
cg20704560,0.3251814915450875
cg22489321,0.1785378678934865
cg23421114,0.9085103364751832
cg24645149,0.845192045836129
cg24827660,0.11269086819160537
cg25296710,0.11357047516484367
cg25331703,0.0342278645463375
cg26276120,0.16057440499562942
cg27551605,0.09872211055594249
cg04885881,0.4511949898724617
cg03132729,0.44977540109040126
cg18815943,0.032413304894510254
cg21912203,0.8810101618112081
cg18933331,0.44415326674196787
cg06975196,0.08045836858137548
cg24361098,0.5501024409832079
ch.2.105901354F,0.04133849854144503
cg00481951,0.23825413397734824
cg02699218,0.3516324143451801
cg04424621,0.11254956808452957
cg12753631,0.1919815791255494
cg25325512,0.3514733148934042
cg17722319,0.08489529308357294
cg18568843,0.14123299526243402
cg18537063,0.9283489566458917
cg21186299,0.014573173133617816
cg00716277,0.4743207551782006
cg13337658,0.27643089107790625
cg14837598,0.6596706855927531
cg18148156,0.7761492294351953
cg00748589,0.26999882793175917
cg21974358,0.0998507997542245
cg11329482,0.92027514331181
cg07920503,0.0898116708670941
cg15398976,0.48341786331805253
ch.13.39564907R,0.06539960092136105
cg26992600,0.33207570111796747
cg07915206,0.467679814017327
cg01620410,0.9544423784520869
cg26495109,0.21127522652538386
cg24212517,0.11481534465384777
cg02867102,0.1137391852197957
cg23718736,0.5214220833349736
cg21576904,0.9858446132904976
cg26842024,0.10328709726321261
cg08189186,0.5919828337587275
cg08620606,0.12515518775067255
cg05825244,0.5092405805665431
cg11866756,0.698235705815032
cg01130658,0.9193597373253585
cg01127300,0.5099523035899178
cg08721112,0.5525238468344759
cg06540747,0.09476655961833742
cg22359606,0.07196009588569288
cg03041029,0.6442502157528943
cg25693769,0.5429455826878823
cg08140055,0.5536567440334653
cg02401614,0.9310648432433292
cg24960960,0.02289637381143019
cg09184832,0.09204282346136776
cg11998932,0.6254149092986873
cg22103219,0.340111757513362
cg16037896,0.8704274755987538
cg18788741,0.14158520437003175
cg12054428,0.029910753020060046
cg14470803,0.10290554777404493
cg13557031,0.9753753548239827
cg03804621,0.6274316654599507
cg14868747,0.15035209966255902
cg08533783,0.1574149058824318
cg04835841,0.5509728059131845
cg11846355,0.9269997478766339
cg09910000,0.9339741905672988
cg26494929,0.08511510195205206
cg06808011,0.615858035161534
cg05708497,0.7718295406212412
cg23441888,0.915027357704718
cg27615578,0.11450734510268959
cg08648367,0.02495530667987763
cg17609057,0.2557223655339785
cg04605816,0.819488745116953
cg20501527,0.9818053665213908
cg26704637,0.1889813639668474
ch.X.13187220R,0.026477225310960622
cg19845843,0.919516709750944
cg25488547,0.8434448018785093
cg03735077,0.8768285971474875
cg11721498,0.9431637752773239
cg09895223,0.1418003115820935
cg23589419,0.7410268395797898
cg09093035,0.8797269001166255
